masa_A
t,x,y,v
9.333333333E-1,1.480701098E-1,6.351636014E-2,1.621550918E-1
9.666666667E-1,1.534137513E-1,6.333836600E-2,1.593946164E-1
1.000000000E0,1.586906223E-1,6.316546067E-2,1.542844127E-1
1.033333333E0,1.636934516E-1,6.298923287E-2,1.532905230E-1
1.066666667E0,1.689096160E-1,6.307796279E-2,1.624951138E-1
1.100000000E0,1.745213060E-1,6.332333476E-2,1.796733356E-1
1.133333333E0,1.808839326E-1,6.338382561E-2,1.960581574E-1
1.166666667E0,1.875918481E-1,6.331668633E-2,2.009172001E-1
1.200000000E0,1.942752661E-1,6.309351108E-2,2.015304818E-1
1.233333333E0,2.010134006E-1,6.270761032E-2,2.123699206E-1
1.266666667E0,2.083811773E-1,6.188021750E-2,2.092993620E-1
1.300000000E0,2.149140221E-1,6.149639356E-2,1.929337396E-1
1.333333333E0,2.212186574E-1,6.108236803E-2,2.008456621E-1
1.366666667E0,2.282649650E-1,6.047821929E-2,1.994331730E-1
1.400000000E0,2.344726603E-1,6.003216872E-2,2.011762945E-1
1.433333333E0,2.415797376E-1,5.886826643E-2,2.278287229E-1
1.466666667E0,2.495964967E-1,5.863124632E-2,2.130067348E-1
1.500000000E0,2.557772055E-1,5.857730810E-2,1.728993845E-1
1.533333333E0,2.611226834E-1,5.853065882E-2,1.453357145E-1
1.566666667E0,2.654658842E-1,5.849275628E-2,1.313162733E-1
1.600000000E0,2.698767652E-1,5.845391261E-2,1.288952006E-1
1.633333333E0,2.740569821E-1,5.831132985E-2,1.278184038E-1
1.666666667E0,2.783951269E-1,5.823295413E-2,1.428039480E-1
1.700000000E0,2.835771435E-1,5.835535815E-2,1.565256681E-1
1.733333333E0,2.888299427E-1,5.830204903E-2,1.457797023E-1
1.766666667E0,2.932936220E-1,5.815007308E-2,1.406601973E-1
1.800000000E0,2.981983195E-1,5.789199821E-2,1.443588678E-1
1.833333333E0,3.028683200E-1,5.717792028E-2,1.457708886E-1
1.866666667E0,3.078493619E-1,5.675267479E-2,1.403375184E-1
1.900000000E0,3.122055731E-1,5.658856028E-2,1.238263594E-1
1.933333333E0,3.161016489E-1,5.653754893E-2,1.072626175E-1
1.966666667E0,3.193564090E-1,5.659721265E-2,8.803713687E-2
2.000000000E0,3.219698447E-1,5.664296192E-2,7.564342797E-2
2.033333333E0,3.243982421E-1,5.670070511E-2,7.337576184E-2
2.066666667E0,3.268590011E-1,5.680123000E-2,9.808663508E-2
2.100000000E0,3.309363262E-1,5.658493313E-2,1.176590743E-1
2.133333333E0,3.346025955E-1,5.555058465E-2,1.153751522E-1
2.166666667E0,3.386233663E-1,5.685196716E-2,9.639959606E-2
2.200000000E0,3.409590973E-1,5.649746574E-2,8.534407015E-2
2.233333333E0,3.443058521E-1,5.713649467E-2,9.574603194E-2
2.266666667E0,3.473126835E-1,5.711025446E-2,9.639959606E-2
2.300000000E0,3.506448604E-1,5.607882155E-2,6.686276824E-2
2.333333333E0,3.516471375E-1,5.607007481E-2,4.009261089E-2
2.366666667E0,3.533175994E-1,5.605549691E-2,5.011576361E-2
2.400000000E0,3.549880612E-1,5.604091901E-2,3.048422891E-2
2.433333333E0,3.553192380E-1,5.570391106E-2,7.087439259E-3
2.466666667E0,3.553192380E-1,5.570391106E-2,1.503472908E-2
2.500000000E0,3.563215151E-1,5.569516432E-2,3.648482663E-2
2.533333333E0,3.576637157E-1,5.635168674E-2,3.543719629E-2
2.566666667E0,3.586630773E-1,5.600884763E-2,4.040462035E-2
2.600000000E0,3.603335391E-1,5.599426973E-2,4.009261089E-2
2.633333333E0,3.613358162E-1,5.598552299E-2,4.620445106E-2
2.666666667E0,3.633462016E-1,5.663621425E-2,7.020680101E-2
2.700000000E0,3.660116516E-1,5.577765869E-2,6.591699545E-2
2.733333333E0,3.676835712E-1,5.593012697E-2,
